NACA 2412
  1.000000  0.001257
  0.999405  0.001399
  0.997370  0.001822
  0.993984  0.002524
  0.989256  0.003499
  0.983197  0.004738
  0.975825  0.006231
  0.967156  0.007967
  0.957215  0.009932
  0.946027  0.012110
  0.933621  0.014485
  0.920029  0.017038
  0.905287  0.019752
  0.889434  0.022606
  0.872512  0.025580
  0.854565  0.028653
  0.835642  0.031805
  0.815792  0.035015
  0.795069  0.038260
  0.773528  0.041520
  0.751228  0.044774
  0.728228  0.048000
  0.704592  0.051177
  0.680382  0.054285
  0.655665  0.057302
  0.630509  0.060209
  0.604982  0.062985
  0.579155  0.065609
  0.553099  0.068063
  0.526886  0.070326
  0.500588  0.072381
  0.474279  0.074210
  0.448032  0.075795
  0.421921  0.077122
  0.395987  0.078173
  0.370157  0.078879
  0.344680  0.079198
  0.319630  0.079125
  0.295081  0.078659
  0.271106  0.077802
  0.247774  0.076558
  0.225154  0.074936
  0.203313  0.072947
  0.182315  0.070606
  0.162221  0.067930
  0.143088  0.064941
  0.124973  0.061660
  0.107927  0.058112
  0.091996  0.054325
  0.077226  0.050327
  0.063657  0.046145
  0.051324  0.041808
  0.040261  0.037346
  0.030495  0.032785
  0.022051  0.028152
  0.014950  0.023471
  0.009206  0.018764
  0.004833  0.014049
  0.001838  0.009343
  0.000227  0.004657
  0.000000  0.000000
  0.001143 -0.004520
  0.003640 -0.008797
  0.007479 -0.012828
  0.012647 -0.016609
  0.019125 -0.020136
  0.026892 -0.023408
  0.035924 -0.026419
  0.046194 -0.029168
  0.057669 -0.031651
  0.070318 -0.033869
  0.084103 -0.035820
  0.098987 -0.037507
  0.114928 -0.038931
  0.131882 -0.040098
  0.149805 -0.041013
  0.168649 -0.041686
  0.188365 -0.042126
  0.208902 -0.042346
  0.230207 -0.042360
  0.252226 -0.042183
  0.274904 -0.041834
  0.298182 -0.041331
  0.322002 -0.040693
  0.346303 -0.039941
  0.371024 -0.039095
  0.396102 -0.038177
  0.421644 -0.037174
  0.447439 -0.036049
  0.473385 -0.034816
  0.499412 -0.033493
  0.525450 -0.032095
  0.551429 -0.030639
  0.577279 -0.029138
  0.602929 -0.027607
  0.628310 -0.026057
  0.653352 -0.024500
  0.677986 -0.022945
  0.702145 -0.021403
  0.725762 -0.019880
  0.748772 -0.018385
  0.771111 -0.016922
  0.792716 -0.015499
  0.813528 -0.014119
  0.833489 -0.012788
  0.852541 -0.011510
  0.870633 -0.010289
  0.887712 -0.009129
  0.903730 -0.008033
  0.918642 -0.007006
  0.932405 -0.006052
  0.944979 -0.005174
  0.956330 -0.004376
  0.966424 -0.003662
  0.975232 -0.003035
  0.982729 -0.002498
  0.988892 -0.002055
  0.993705 -0.001708
  0.997152 -0.001458
  0.999225 -0.001307
  1.000000 -0.001257
